part_id,nsn,part_name,part_family,criticality
PART-0671,541-684-608-736,Air Dryer Cartridge Mk I Variant 4,Pneumatics,Low
PART-0672,567-155-915-855,Turret Slip Ring Mk II Variant 4,Weapons Support,Medium
PART-0673,519-243-762-58,Vibration Sensor Mk III Variant 4,Sensors,Medium
PART-0674,244-185-310-28,Mask Connector Kit Type A Variant 4,Life Support,High
PART-0675,635-575-946-344,Threaded Insert Kit Type B Variant 4,Maintenance Consumables,Low
PART-0676,707-791-275-249,Torque Converter Type C Variant 4,Powertrain,High
PART-0677,693-722-688-544,Master Cylinder Kit Heavy Duty Variant 4,Braking Systems,Medium
PART-0678,64-447-695-623,Navigation Display Cable Extended Range Variant 4,Navigation,High
PART-0679,823-112-91-335,Container Latch Field Repair Variant 4,Logistics Equipment,Medium
PART-0680,52-788-585-41,Firewall Appliance Fan Depot Level Variant 4,Cyber Systems,Medium
PART-0681,915-293-244-8,Hydraulic Hose Assembly Mk I Variant 4,Hydraulics,Medium
PART-0682,308-150-27-742,Battery Cable Assembly Mk II Variant 4,Electrical,Low
PART-0683,339-23-965-995,Antenna Coupler Mk III Variant 4,Avionics,High
PART-0684,745-323-606-489,Compressor Seal Type A Variant 4,Engines,Medium
PART-0685,902-833-72-477,Steering Linkage Type B Variant 4,Ground Vehicles,Medium
PART-0686,319-457-226-859,Handset Assembly Type C Variant 4,Communications,High
PART-0687,399-730-425-107,Phase Shifter Unit Heavy Duty Variant 4,Radar,Medium
PART-0688,904-427-689-25,Refueling Adapter Extended Range Variant 4,Fuel Systems,Medium
PART-0689,822-127-905-257,Radiator Hose Kit Field Repair Variant 4,Cooling Systems,Low
PART-0690,760-0-704-39,Fastener Kit Depot Level Variant 4,Structural,Medium
PART-0691,316-511-102-397,Pneumatic Actuator Mk I Variant 4,Pneumatics,High
PART-0692,903-128-501-223,Elevation Drive Motor Mk II Variant 4,Weapons Support,Mission Critical
PART-0693,358-681-145-962,Position Encoder Mk III Variant 4,Sensors,Low
PART-0694,374-571-979-109,Pressure Bottle Valve Type A Variant 4,Life Support,Mission Critical
PART-0695,927-502-496-703,Adhesive Sealant Tube Type B Variant 4,Maintenance Consumables,Low
PART-0696,436-490-60-81,Transfer Case Chain Type C Variant 4,Powertrain,High
PART-0697,429-834-43-26,Parking Brake Cable Heavy Duty Variant 4,Braking Systems,High
PART-0698,615-942-534-58,Position Reference Module Extended Range Variant 4,Navigation,Medium
PART-0699,325-736-534-974,Load Sensor Pad Field Repair Variant 4,Logistics Equipment,Low
PART-0700,735-840-671-944,Crypto Key Loader Cable Depot Level Variant 4,Cyber Systems,High
PART-0701,881-950-513-439,Fluid Reservoir Cap Mk I Variant 4,Hydraulics,Mission Critical
PART-0702,473-165-655-602,Terminal Block Mk II Variant 4,Electrical,Medium
PART-0703,787-84-799-747,Transponder Module Mk III Variant 4,Avionics,Medium
PART-0704,42-776-342-34,Engine Mount Bracket Type A Variant 4,Engines,Low
PART-0705,704-717-292-26,Axle Seal Type B Variant 4,Ground Vehicles,Medium
PART-0706,327-936-59-665,Signal Amplifier Type C Variant 4,Communications,Medium
PART-0707,902-602-563-573,Antenna Drive Motor Heavy Duty Variant 4,Radar,High
PART-0708,840-346-995-320,Fuel Shutoff Valve Extended Range Variant 4,Fuel Systems,High
PART-0709,648-531-77-192,Temperature Sensor Field Repair Variant 4,Cooling Systems,Medium
PART-0710,112-974-4-221,Support Strut Depot Level Variant 4,Structural,Mission Critical
PART-0711,829-885-665-315,Quick Release Valve Mk I Variant 4,Pneumatics,Mission Critical
PART-0712,775-820-785-523,Sight Mount Bracket Mk II Variant 4,Weapons Support,Low
PART-0713,501-765-850-546,Proximity Switch Mk III Variant 4,Sensors,Medium
PART-0714,644-33-311-33,Cabin Air Duct Type A Variant 4,Life Support,Medium
PART-0715,80-142-968-646,Cleaning Solvent Kit Type B Variant 4,Maintenance Consumables,High
PART-0716,383-455-202-239,Engine Coupling Type C Variant 4,Powertrain,Medium
PART-0717,422-113-342-417,ABS Sensor Heavy Duty Variant 4,Braking Systems,Low
PART-0718,974-378-509-641,Map Data Cartridge Extended Range Variant 4,Navigation,Low
PART-0719,250-426-181-645,Tow Bar Pin Field Repair Variant 4,Logistics Equipment,High
PART-0720,635-425-552-309,Network Switch Module Depot Level Variant 4,Cyber Systems,Mission Critical
PART-0721,703-679-987-782,Hydraulic Filter Element Mk I Variant 4,Hydraulics,High
PART-0722,310-974-298-95,Relay Module Mk II Variant 4,Electrical,Medium
PART-0723,781-368-117-775,Mission Computer Card Mk III Variant 4,Avionics,High
PART-0724,433-223-654-955,Fuel Control Valve Type A Variant 4,Engines,Low
PART-0725,250-63-209-904,Suspension Arm Type B Variant 4,Ground Vehicles,High
PART-0726,700-899-307-740,Frequency Selector Unit Type C Variant 4,Communications,Medium
PART-0727,946-264-662-636,Signal Conditioning Board Heavy Duty Variant 4,Radar,Medium
PART-0728,453-944-237-895,Fuel Tank Vent Extended Range Variant 4,Fuel Systems,High
PART-0729,800-914-631-327,Expansion Tank Field Repair Variant 4,Cooling Systems,Low
PART-0730,240-436-343-112,Bulkhead Repair Panel Depot Level Variant 4,Structural,Medium
PART-0731,243-702-560-844,Air Reservoir Fitting Mk I Variant 4,Pneumatics,High
PART-0732,374-964-354-334,Ammunition Feed Guide Mk II Variant 4,Weapons Support,Medium
PART-0733,436-73-456-51,Infrared Detector Mk III Variant 4,Sensors,High
PART-0734,994-488-205-603,Emergency Oxygen Valve Type A Variant 4,Life Support,Low
PART-0735,487-597-974-741,Grease Cartridge Type B Variant 4,Maintenance Consumables,Low
PART-0736,37-283-543-713,Universal Joint Type C Variant 4,Powertrain,High
PART-0737,580-308-858-571,Brake Booster Valve Heavy Duty Variant 4,Braking Systems,Low
PART-0738,558-99-254-999,Heading Processor Extended Range Variant 4,Navigation,High
PART-0739,283-443-687-548,Lift Cylinder Seal Field Repair Variant 4,Logistics Equipment,High
PART-0740,186-835-18-378,Fiber Patch Cable Depot Level Variant 4,Cyber Systems,Mission Critical
PART-0741,453-388-177-62,Servo Valve Mk I Variant 4,Hydraulics,Low
PART-0742,648-416-949-1,Connector Kit Mk II Variant 4,Electrical,High
PART-0743,225-175-296-189,Display Control Panel Mk III Variant 4,Avionics,Mission Critical
PART-0744,485-35-451-64,Starter Generator Type A Variant 4,Engines,High
PART-0745,499-612-697-255,Differential Gear Set Type B Variant 4,Ground Vehicles,Medium
PART-0746,333-717-271-304,Comms Power Adapter Type C Variant 4,Communications,High
PART-0747,315-803-718-503,RF Cable Assembly Heavy Duty Variant 4,Radar,High
PART-0748,742-341-642-898,Fuel Metering Unit Extended Range Variant 4,Fuel Systems,Low
PART-0749,733-98-726-1,Fan Drive Belt Field Repair Variant 4,Cooling Systems,Mission Critical
PART-0750,53-907-668-787,Latch Mechanism Depot Level Variant 4,Structural,Low
PART-0751,773-473-147-139,Control Manifold Mk I Variant 4,Pneumatics,Medium
PART-0752,123-738-660-462,Trigger Control Module Mk II Variant 4,Weapons Support,Medium
PART-0753,307-692-110-879,Flow Sensor Mk III Variant 4,Sensors,Medium
PART-0754,112-42-967-849,CO2 Scrubber Cartridge Type A Variant 4,Life Support,Medium
PART-0755,762-958-776-529,Anti-Seize Compound Type B Variant 4,Maintenance Consumables,Medium
PART-0756,731-789-960-44,Final Drive Gear Type C Variant 4,Powertrain,Medium
PART-0757,536-273-935-293,Caliper Piston Seal Heavy Duty Variant 4,Braking Systems,Mission Critical
PART-0758,657-238-308-835,Timing Receiver Extended Range Variant 4,Navigation,Low
PART-0759,892-620-777-380,Dock Ramp Hinge Field Repair Variant 4,Logistics Equipment,Medium
PART-0760,142-592-280-836,Access Control Reader Depot Level Variant 4,Cyber Systems,Low
PART-0761,612-375-492-65,Pump Drive Coupling Mk I Variant 4,Hydraulics,Low
PART-0762,746-621-16-49,Ground Strap Mk II Variant 4,Electrical,Mission Critical
PART-0763,538-615-499-413,Sensor Interface Board Mk III Variant 4,Avionics,Low
PART-0764,956-408-504-938,Exhaust Clamp Type A Variant 4,Engines,High
PART-0765,811-866-617-168,Fuel Tank Sender Type B Variant 4,Ground Vehicles,Medium
PART-0766,906-314-187-494,Audio Interface Cable Type C Variant 4,Communications,High
PART-0767,981-225-382-719,Radar Processor Card Heavy Duty Variant 4,Radar,Mission Critical
PART-0768,928-331-621-68,Quick Disconnect Coupler Extended Range Variant 4,Fuel Systems,High
PART-0769,90-629-323-592,Coolant Filter Field Repair Variant 4,Cooling Systems,High
PART-0770,834-426-61-902,Armor Panel Insert Depot Level Variant 4,Structural,Medium
PART-0771,101-369-871-210,Pressure Gauge Mk I Variant 4,Pneumatics,High
PART-0772,476-941-831-482,Traverse Gear Set Mk II Variant 4,Weapons Support,Medium
PART-0773,420-373-609-634,Gyro Sensor Assembly Mk III Variant 4,Sensors,Medium
PART-0774,750-562-182-295,Ventilation Fan Type A Variant 4,Life Support,High
PART-0775,319-565-372-196,Protective Cap Set Type B Variant 4,Maintenance Consumables,High
PART-0776,265-108-483-109,Powertrain Mount Type C Variant 4,Powertrain,High
PART-0777,160-681-857-246,Brake Fluid Reservoir Heavy Duty Variant 4,Braking Systems,High
PART-0778,855-718-979-489,Navigation Switch Panel Extended Range Variant 4,Navigation,High
PART-0779,177-277-142-4,Cargo Net Kit Field Repair Variant 4,Logistics Equipment,High
PART-0780,421-757-399-907,Rugged Tablet Battery Depot Level Variant 4,Cyber Systems,Medium
PART-0781,109-634-677-188,Return Line Fitting Mk I Variant 4,Hydraulics,Medium
PART-0782,352-680-369-958,Load Center Panel Mk II Variant 4,Electrical,Medium
PART-0783,837-241-959-483,Data Bus Adapter Mk III Variant 4,Avionics,Medium
PART-0784,258-678-113-492,Combustion Liner Type A Variant 4,Engines,Medium
PART-0785,235-779-845-542,Vehicle Control Module Type B Variant 4,Ground Vehicles,Low
PART-0786,270-391-585-245,Radio Control Head Type C Variant 4,Communications,Medium
PART-0787,350-92-202-581,Array Panel Segment Heavy Duty Variant 4,Radar,Medium
PART-0788,215-1000-491-407,Fuel Sampling Kit Extended Range Variant 4,Fuel Systems,Medium
PART-0789,264-996-303-599,Thermal Control Valve Field Repair Variant 4,Cooling Systems,Medium
PART-0790,93-78-107-677,Door Seal Strip Depot Level Variant 4,Structural,High
PART-0791,816-908-878-864,Bleed Valve Mk I Variant 4,Pneumatics,Medium
PART-0792,119-556-322-987,Safety Interlock Switch Mk II Variant 4,Weapons Support,High
PART-0793,840-394-379-387,Humidity Sensor Mk III Variant 4,Sensors,High
PART-0794,981-69-950-844,Life Support Control Panel Type A Variant 4,Life Support,Low
PART-0795,222-20-313-812,Safety Wire Spool Type B Variant 4,Maintenance Consumables,Medium
PART-0796,170-260-871-842,Transmission Control Solenoid Type C Variant 4,Powertrain,High
PART-0797,57-3-617-774,Wheel Cylinder Heavy Duty Variant 4,Braking Systems,Medium
PART-0798,901-348-203-193,Waypoint Control Unit Extended Range Variant 4,Navigation,Medium
PART-0799,177-347-282-834,Material Handling Roller Field Repair Variant 4,Logistics Equipment,Low
PART-0800,583-613-626-346,System Drive Caddy Depot Level Variant 4,Cyber Systems,Medium
PART-0801,231-117-505-583,Hydraulic Seal Kit Mk I Variant 5,Hydraulics,Medium
PART-0802,319-19-87-937,Wiring Harness Mk II Variant 5,Electrical,Low
PART-0803,662-382-307-621,Navigation Control Unit Mk III Variant 5,Avionics,High
PART-0804,305-516-104-628,Fuel Injector Assembly Type A Variant 5,Engines,High
PART-0805,522-134-873-96,Track Tensioner Assembly Type B Variant 5,Ground Vehicles,High
PART-0806,4-487-383-872,Radio Mounting Tray Type C Variant 5,Communications,High
PART-0807,843-97-252-4,Waveguide Section Heavy Duty Variant 5,Radar,High
PART-0808,847-170-58-443,Fuel Pump Cartridge Extended Range Variant 5,Fuel Systems,High
PART-0809,194-433-241-31,Cooling Fan Assembly Field Repair Variant 5,Cooling Systems,High
PART-0810,183-143-34-100,Access Panel Depot Level Variant 5,Structural,Mission Critical
PART-0811,115-717-466-772,Air Compressor Valve Mk I Variant 5,Pneumatics,Medium
PART-0812,881-534-503-232,Fire Control Cable Mk II Variant 5,Weapons Support,Medium
PART-0813,488-311-909-666,Temperature Probe Mk III Variant 5,Sensors,Mission Critical
PART-0814,817-741-433-440,Oxygen Hose Assembly Type A Variant 5,Life Support,Low
PART-0815,573-798-79-249,Gasket Set Type B Variant 5,Maintenance Consumables,Medium
PART-0816,93-287-183-540,Drive Shaft Assembly Type C Variant 5,Powertrain,Low
PART-0817,830-505-392-345,Brake Pad Set Heavy Duty Variant 5,Braking Systems,Medium
PART-0818,853-710-557-75,GPS Antenna Extended Range Variant 5,Navigation,Low
PART-0819,611-739-632-21,Cargo Tie-Down Strap Field Repair Variant 5,Logistics Equipment,Medium
PART-0820,897-784-126-484,Secure Network Card Depot Level Variant 5,Cyber Systems,Medium
PART-0821,347-620-596-561,Hydraulic Pump Assembly Mk I Variant 5,Hydraulics,High
PART-0822,282-89-918-279,Power Distribution Module Mk II Variant 5,Electrical,Low
PART-0823,54-19-822-696,Radar Interface Module Mk III Variant 5,Avionics,Low
PART-0824,373-486-341-294,Turbine Blade Set Type A Variant 5,Engines,Medium
PART-0825,961-361-983-762,Road Wheel Bearing Type B Variant 5,Ground Vehicles,High
PART-0826,491-620-944-568,Encryption Module Type C Variant 5,Communications,Low
PART-0827,183-324-333-682,Radar Cooling Fan Heavy Duty Variant 5,Radar,Low
PART-0828,561-89-414-771,Fuel Line Assembly Extended Range Variant 5,Fuel Systems,High
PART-0829,154-98-319-935,Heat Exchanger Core Field Repair Variant 5,Cooling Systems,High
PART-0830,964-481-989-557,Mounting Bracket Depot Level Variant 5,Structural,High
PART-0831,384-686-75-535,Pneumatic Hose Kit Mk I Variant 5,Pneumatics,Medium
PART-0832,143-374-741-673,Mount Stabilizer Bearing Mk II Variant 5,Weapons Support,Mission Critical
PART-0833,24-623-834-470,Pressure Transducer Mk III Variant 5,Sensors,Medium
PART-0834,894-931-101-708,Breathing Regulator Type A Variant 5,Life Support,Medium
PART-0835,455-656-710-884,O-Ring Assortment Type B Variant 5,Maintenance Consumables,Medium
PART-0836,744-326-439-308,Clutch Plate Kit Type C Variant 5,Powertrain,High
PART-0837,587-86-601-1,Brake Rotor Heavy Duty Variant 5,Braking Systems,Medium
PART-0838,14-562-142-315,Inertial Measurement Unit Extended Range Variant 5,Navigation,Medium
PART-0839,129-621-315-104,Pallet Lock Assembly Field Repair Variant 5,Logistics Equipment,Mission Critical
PART-0840,585-123-808-996,Rugged Server Power Supply Depot Level Variant 5,Cyber Systems,Low
PART-0841,6-585-625-586,Pressure Relief Valve Mk I Variant 5,Hydraulics,Medium
PART-0842,969-150-379-883,Circuit Breaker Mk II Variant 5,Electrical,Low
PART-0843,87-281-988-441,Signal Processor Card Mk III Variant 5,Avionics,Medium
PART-0844,591-869-806-29,Ignition Exciter Type A Variant 5,Engines,Medium
PART-0845,301-394-371-687,Brake Caliper Kit Type B Variant 5,Ground Vehicles,Mission Critical
PART-0846,297-298-10-542,Coaxial Cable Assembly Type C Variant 5,Communications,Medium
PART-0847,547-985-993-124,Receiver Module Heavy Duty Variant 5,Radar,Low
PART-0848,733-46-884-38,Fuel Pressure Sensor Extended Range Variant 5,Fuel Systems,High
PART-0849,889-345-700-648,Coolant Pump Field Repair Variant 5,Cooling Systems,Medium
PART-0850,619-266-725-172,Frame Reinforcement Plate Depot Level Variant 5,Structural,Medium
PART-0851,357-85-245-539,Pressure Regulator Mk I Variant 5,Pneumatics,Medium
PART-0852,479-117-241-333,Recoil Buffer Seal Mk II Variant 5,Weapons Support,High
PART-0853,992-397-204-468,Optical Sensor Module Mk III Variant 5,Sensors,Mission Critical
PART-0854,300-198-440-910,Air Filtration Cartridge Type A Variant 5,Life Support,Medium
PART-0855,767-902-961-120,Lubricant Pack Type B Variant 5,Maintenance Consumables,Mission Critical
PART-0856,428-166-861-712,Gearbox Seal Type C Variant 5,Powertrain,Low
PART-0857,951-674-23-382,Hydraulic Brake Line Heavy Duty Variant 5,Braking Systems,High
PART-0858,67-664-623-527,Compass Sensor Extended Range Variant 5,Navigation,Medium
PART-0859,49-475-695-581,Forklift Chain Field Repair Variant 5,Logistics Equipment,High
PART-0860,25-23-379-897,Data Storage Module Depot Level Variant 5,Cyber Systems,Medium
PART-0861,625-738-391-928,Actuator Cylinder Mk I Variant 5,Hydraulics,Medium
PART-0862,107-94-706-42,Voltage Regulator Mk II Variant 5,Electrical,High
PART-0863,500-711-800-296,Flight Data Connector Mk III Variant 5,Avionics,Low
PART-0864,893-946-613-670,Oil Filter Cartridge Type A Variant 5,Engines,Medium
PART-0865,104-931-659-908,Transmission Filter Type B Variant 5,Ground Vehicles,Medium
PART-0866,966-256-98-974,Antenna Mast Section Type C Variant 5,Communications,Medium
PART-0867,998-649-389-548,Transmitter Power Supply Heavy Duty Variant 5,Radar,High
PART-0868,427-328-698-687,Fuel Filter Housing Extended Range Variant 5,Fuel Systems,High
PART-0869,384-101-17-615,Thermostat Housing Field Repair Variant 5,Cooling Systems,Mission Critical
PART-0870,273-988-29-454,Hinge Assembly Depot Level Variant 5,Structural,Mission Critical
PART-0871,845-786-197-129,Air Dryer Cartridge Mk I Variant 5,Pneumatics,Medium
PART-0872,565-919-494-839,Turret Slip Ring Mk II Variant 5,Weapons Support,Medium
PART-0873,158-237-549-87,Vibration Sensor Mk III Variant 5,Sensors,Medium
PART-0874,99-869-842-671,Mask Connector Kit Type A Variant 5,Life Support,Low
PART-0875,133-521-861-674,Threaded Insert Kit Type B Variant 5,Maintenance Consumables,Low
PART-0876,998-270-172-193,Torque Converter Type C Variant 5,Powertrain,Medium
PART-0877,495-742-194-698,Master Cylinder Kit Heavy Duty Variant 5,Braking Systems,High
PART-0878,708-265-121-663,Navigation Display Cable Extended Range Variant 5,Navigation,Medium
PART-0879,560-487-194-928,Container Latch Field Repair Variant 5,Logistics Equipment,High
PART-0880,56-60-155-403,Firewall Appliance Fan Depot Level Variant 5,Cyber Systems,Medium
PART-0881,867-955-334-591,Hydraulic Hose Assembly Mk I Variant 5,Hydraulics,Medium
PART-0882,922-484-894-183,Battery Cable Assembly Mk II Variant 5,Electrical,Low
PART-0883,844-56-833-287,Antenna Coupler Mk III Variant 5,Avionics,Medium
PART-0884,449-319-32-687,Compressor Seal Type A Variant 5,Engines,High
PART-0885,904-331-214-687,Steering Linkage Type B Variant 5,Ground Vehicles,High
PART-0886,66-769-553-842,Handset Assembly Type C Variant 5,Communications,High
PART-0887,888-333-268-849,Phase Shifter Unit Heavy Duty Variant 5,Radar,Low
PART-0888,428-836-106-654,Refueling Adapter Extended Range Variant 5,Fuel Systems,Medium
PART-0889,111-427-680-893,Radiator Hose Kit Field Repair Variant 5,Cooling Systems,Low
PART-0890,617-766-490-144,Fastener Kit Depot Level Variant 5,Structural,Low
PART-0891,422-959-903-951,Pneumatic Actuator Mk I Variant 5,Pneumatics,High
PART-0892,584-501-197-84,Elevation Drive Motor Mk II Variant 5,Weapons Support,Medium
PART-0893,64-890-593-280,Position Encoder Mk III Variant 5,Sensors,High
PART-0894,342-986-410-751,Pressure Bottle Valve Type A Variant 5,Life Support,High
PART-0895,783-806-514-161,Adhesive Sealant Tube Type B Variant 5,Maintenance Consumables,Medium
PART-0896,174-748-89-637,Transfer Case Chain Type C Variant 5,Powertrain,Medium
PART-0897,801-877-464-507,Parking Brake Cable Heavy Duty Variant 5,Braking Systems,Medium
PART-0898,601-607-112-46,Position Reference Module Extended Range Variant 5,Navigation,Medium
PART-0899,445-249-803-239,Load Sensor Pad Field Repair Variant 5,Logistics Equipment,Low
PART-0900,436-931-606-576,Crypto Key Loader Cable Depot Level Variant 5,Cyber Systems,Medium
PART-0901,999-702-843-876,Fluid Reservoir Cap Mk I Variant 5,Hydraulics,High
PART-0902,986-376-858-940,Terminal Block Mk II Variant 5,Electrical,Medium
PART-0903,550-326-54-88,Transponder Module Mk III Variant 5,Avionics,Low
PART-0904,626-482-389-130,Engine Mount Bracket Type A Variant 5,Engines,Mission Critical
PART-0905,62-488-173-663,Axle Seal Type B Variant 5,Ground Vehicles,Low
PART-0906,618-745-784-631,Signal Amplifier Type C Variant 5,Communications,High
PART-0907,172-306-511-378,Antenna Drive Motor Heavy Duty Variant 5,Radar,High
PART-0908,675-159-505-211,Fuel Shutoff Valve Extended Range Variant 5,Fuel Systems,Medium
PART-0909,425-763-820-648,Temperature Sensor Field Repair Variant 5,Cooling Systems,Mission Critical
PART-0910,91-63-55-748,Support Strut Depot Level Variant 5,Structural,High
PART-0911,4-409-576-258,Quick Release Valve Mk I Variant 5,Pneumatics,Mission Critical
PART-0912,393-230-327-147,Sight Mount Bracket Mk II Variant 5,Weapons Support,Low
PART-0913,373-622-736-78,Proximity Switch Mk III Variant 5,Sensors,Medium
PART-0914,679-136-507-926,Cabin Air Duct Type A Variant 5,Life Support,Medium
PART-0915,507-659-567-208,Cleaning Solvent Kit Type B Variant 5,Maintenance Consumables,Medium
PART-0916,40-850-953-629,Engine Coupling Type C Variant 5,Powertrain,Low
PART-0917,832-328-100-379,ABS Sensor Heavy Duty Variant 5,Braking Systems,Low
PART-0918,369-735-399-414,Map Data Cartridge Extended Range Variant 5,Navigation,Low
PART-0919,466-302-661-402,Tow Bar Pin Field Repair Variant 5,Logistics Equipment,High
PART-0920,999-499-216-934,Network Switch Module Depot Level Variant 5,Cyber Systems,High
PART-0921,194-489-182-892,Hydraulic Filter Element Mk I Variant 5,Hydraulics,Low
PART-0922,39-785-829-670,Relay Module Mk II Variant 5,Electrical,Medium
PART-0923,607-586-160-580,Mission Computer Card Mk III Variant 5,Avionics,High
PART-0924,343-896-832-573,Fuel Control Valve Type A Variant 5,Engines,Low
PART-0925,958-288-303-144,Suspension Arm Type B Variant 5,Ground Vehicles,Mission Critical
PART-0926,268-76-946-631,Frequency Selector Unit Type C Variant 5,Communications,Low
PART-0927,963-530-727-711,Signal Conditioning Board Heavy Duty Variant 5,Radar,Mission Critical
PART-0928,724-268-519-104,Fuel Tank Vent Extended Range Variant 5,Fuel Systems,High
PART-0929,88-401-625-257,Expansion Tank Field Repair Variant 5,Cooling Systems,Medium
PART-0930,911-786-806-80,Bulkhead Repair Panel Depot Level Variant 5,Structural,Mission Critical
PART-0931,249-490-178-464,Air Reservoir Fitting Mk I Variant 5,Pneumatics,High
PART-0932,784-461-344-872,Ammunition Feed Guide Mk II Variant 5,Weapons Support,High
PART-0933,544-13-256-852,Infrared Detector Mk III Variant 5,Sensors,Mission Critical
PART-0934,662-303-420-307,Emergency Oxygen Valve Type A Variant 5,Life Support,Low
PART-0935,523-676-879-67,Grease Cartridge Type B Variant 5,Maintenance Consumables,Mission Critical
PART-0936,834-614-819-536,Universal Joint Type C Variant 5,Powertrain,Medium
PART-0937,965-916-651-214,Brake Booster Valve Heavy Duty Variant 5,Braking Systems,Medium
PART-0938,221-365-551-332,Heading Processor Extended Range Variant 5,Navigation,Low
PART-0939,279-310-437-823,Lift Cylinder Seal Field Repair Variant 5,Logistics Equipment,High
PART-0940,641-744-977-450,Fiber Patch Cable Depot Level Variant 5,Cyber Systems,High
PART-0941,796-144-350-263,Servo Valve Mk I Variant 5,Hydraulics,Low
PART-0942,859-940-607-791,Connector Kit Mk II Variant 5,Electrical,Low
PART-0943,421-893-128-522,Display Control Panel Mk III Variant 5,Avionics,Mission Critical
PART-0944,806-504-402-275,Starter Generator Type A Variant 5,Engines,Medium
PART-0945,22-106-572-374,Differential Gear Set Type B Variant 5,Ground Vehicles,High
PART-0946,551-622-207-585,Comms Power Adapter Type C Variant 5,Communications,Mission Critical
PART-0947,962-983-213-361,RF Cable Assembly Heavy Duty Variant 5,Radar,Low
PART-0948,720-631-442-26,Fuel Metering Unit Extended Range Variant 5,Fuel Systems,High
PART-0949,846-928-847-26,Fan Drive Belt Field Repair Variant 5,Cooling Systems,Medium
PART-0950,600-622-437-714,Latch Mechanism Depot Level Variant 5,Structural,Medium
PART-0951,594-471-287-450,Control Manifold Mk I Variant 5,Pneumatics,High
PART-0952,324-992-901-527,Trigger Control Module Mk II Variant 5,Weapons Support,High
PART-0953,593-546-491-439,Flow Sensor Mk III Variant 5,Sensors,Mission Critical
PART-0954,110-628-164-766,CO2 Scrubber Cartridge Type A Variant 5,Life Support,Medium
PART-0955,42-722-239-84,Anti-Seize Compound Type B Variant 5,Maintenance Consumables,High
PART-0956,142-569-589-826,Final Drive Gear Type C Variant 5,Powertrain,High
PART-0957,340-829-777-502,Caliper Piston Seal Heavy Duty Variant 5,Braking Systems,Medium
PART-0958,588-854-584-263,Timing Receiver Extended Range Variant 5,Navigation,Medium
PART-0959,966-873-803-18,Dock Ramp Hinge Field Repair Variant 5,Logistics Equipment,Medium
PART-0960,377-953-838-912,Access Control Reader Depot Level Variant 5,Cyber Systems,High
PART-0961,246-135-194-9,Pump Drive Coupling Mk I Variant 5,Hydraulics,Medium
PART-0962,868-541-285-248,Ground Strap Mk II Variant 5,Electrical,Medium
PART-0963,648-673-244-392,Sensor Interface Board Mk III Variant 5,Avionics,Medium
PART-0964,886-181-531-289,Exhaust Clamp Type A Variant 5,Engines,High
PART-0965,522-866-235-287,Fuel Tank Sender Type B Variant 5,Ground Vehicles,Medium
PART-0966,894-811-966-378,Audio Interface Cable Type C Variant 5,Communications,Low
PART-0967,791-866-591-449,Radar Processor Card Heavy Duty Variant 5,Radar,High
PART-0968,232-687-749-343,Quick Disconnect Coupler Extended Range Variant 5,Fuel Systems,High
PART-0969,500-89-612-955,Coolant Filter Field Repair Variant 5,Cooling Systems,Medium
PART-0970,939-425-358-963,Armor Panel Insert Depot Level Variant 5,Structural,Low
PART-0971,990-83-688-357,Pressure Gauge Mk I Variant 5,Pneumatics,Medium
PART-0972,640-968-557-29,Traverse Gear Set Mk II Variant 5,Weapons Support,Low
PART-0973,488-558-194-968,Gyro Sensor Assembly Mk III Variant 5,Sensors,High
PART-0974,977-509-568-50,Ventilation Fan Type A Variant 5,Life Support,Mission Critical
PART-0975,586-792-991-628,Protective Cap Set Type B Variant 5,Maintenance Consumables,Medium
PART-0976,841-459-31-729,Powertrain Mount Type C Variant 5,Powertrain,Mission Critical
PART-0977,256-995-888-238,Brake Fluid Reservoir Heavy Duty Variant 5,Braking Systems,Mission Critical
PART-0978,3-320-428-490,Navigation Switch Panel Extended Range Variant 5,Navigation,Medium
PART-0979,296-693-56-865,Cargo Net Kit Field Repair Variant 5,Logistics Equipment,Medium
PART-0980,565-207-580-548,Rugged Tablet Battery Depot Level Variant 5,Cyber Systems,Medium
PART-0981,285-581-38-438,Return Line Fitting Mk I Variant 5,Hydraulics,High
PART-0982,564-807-166-110,Load Center Panel Mk II Variant 5,Electrical,High
PART-0983,828-129-956-938,Data Bus Adapter Mk III Variant 5,Avionics,High
PART-0984,777-264-54-432,Combustion Liner Type A Variant 5,Engines,Low
PART-0985,283-10-914-903,Vehicle Control Module Type B Variant 5,Ground Vehicles,Medium
PART-0986,634-588-865-882,Radio Control Head Type C Variant 5,Communications,Medium
PART-0987,730-956-650-600,Array Panel Segment Heavy Duty Variant 5,Radar,High
PART-0988,541-138-336-676,Fuel Sampling Kit Extended Range Variant 5,Fuel Systems,Medium
PART-0989,368-449-922-948,Thermal Control Valve Field Repair Variant 5,Cooling Systems,Medium
PART-0990,280-532-115-431,Door Seal Strip Depot Level Variant 5,Structural,Medium
PART-0991,362-941-870-126,Bleed Valve Mk I Variant 5,Pneumatics,High
PART-0992,388-681-477-632,Safety Interlock Switch Mk II Variant 5,Weapons Support,High
PART-0993,200-654-301-492,Humidity Sensor Mk III Variant 5,Sensors,Medium
PART-0994,934-303-515-919,Life Support Control Panel Type A Variant 5,Life Support,Medium
